ph,Chloramines,Turbidity,Conductivity,Hardness,Potability
5.54,4.25,8.68,19.14,555.69,0
8.76,0.08,5.2,17.26,33.61,0
9.31,4.99,9.09,16.49,484.07,0
5.57,5.55,5.5,34.64,475.93,0
8.81,4.29,6.74,1575.85,538.83,0
8.86,4.89,9.7,1339.1,32.28,0
9.17,0.08,9.26,1474.79,57.92,0
8.62,5.33,5.79,30.42,43.34,0
7.06,1.33,1.04,774.96,135.74,1
5.07,4.43,8.38,40.88,27.01,0
9.2,5.53,9.11,23.29,476.03,0
5.08,0.01,8.23,35.49,570.17,0
6.3,4.32,7.08,1465.84,533.94,0
8.9,0.05,8.47,1991.33,27.59,0
5.76,4.1,8.73,1016.13,590.21,0
8.27,2.83,1.84,319.97,268.69,1
5.62,5.3,5.65,1766.59,40.23,0
7.32,0.31,4.11,450.31,137.25,1
7.66,2.4,4.36,340.95,257.16,1
7.04,0.71,0.65,395.56,282.55,1
7.18,1.61,3.4,138.26,283.57,1
6.8,3.64,0.38,348.77,293.84,1
7.6,1.25,0.45,109.85,266.6,1
7.69,3.57,1,761.71,281.59,1
5.03,0.01,8.42,1578.15,375.49,0
5.17,0.08,7.57,24.38,353.12,0
8.11,2.25,0.67,799.94,164.97,1
7.08,0.7,0.23,130.68,159.8,1
9.34,4.49,9.44,42.87,439.26,0
6.88,2.18,1.93,352.25,289.54,1
8.99,0.08,8.14,1090.61,527.14,0
7.84,2.94,3.93,301.89,135.73,1
6.33,5.12,6.8,1532.45,41.53,0
8.98,0.08,9.28,21.28,9.91,0
7.56,3.34,4.2,397.49,163.39,1
8.32,1.99,1.06,728.35,138.15,1
8.02,1.58,1.71,631.36,208.51,1
8.68,0.06,9.11,1199.01,51.72,0
5.68,0.04,9.2,1313.85,3.04,0
6.76,1.69,0.9,727.65,70.78,1
6.75,0.68,0.38,147.85,79.64,1
8.8,0.04,8.39,22.2,45.12,0
5.56,0.08,7.61,1090.33,58.16,0
5.49,5.42,6.46,1946.39,25.05,0
9.04,5.48,6.56,16.04,58.63,0
7.28,2.5,1.22,768.24,240.01,1
8.71,5.65,8.44,18.54,476.86,0
6.3,4.8,6.53,22.2,597.89,0
8.61,5.17,7.08,1130.89,42.85,0
8.79,0.01,5.21,1848.67,521.73,0
8.2,2.01,3.75,434.97,200.62,1
8.81,5.32,5.87,1232.59,25.64,0
9.35,5.46,5.75,1560.08,24.54,0
7.67,0.15,0.17,193.51,110.45,1
6.67,2.09,4.18,716.55,141.25,1
8.23,1.3,1.31,331.21,85.78,1
8.07,3.11,1.27,93.88,178.11,1
8.17,3.04,3.74,649.14,103.38,1
7.88,1.75,1.3,226.37,62.62,1
8.24,2.23,1.16,769.09,146.07,1
7.21,3.25,4.03,772.55,78.09,1
5.04,5.93,7.59,812.14,1.67,0
9.12,0,6.04,44.64,529.22,0
7.7,2.57,2.89,432.41,116.83,1
8.7,0.05,7.23,1667.23,587.57,0
6.51,2.72,4,90.1,131.83,1
9.14,5.95,8.63,40.29,54.2,0
9.02,4.95,8.24,37.4,371.04,0
6.92,0.89,2.97,61.33,158.17,1
9.21,0.08,5.99,45.92,21.83,0
8.3,3.83,4.24,520.58,151.46,1
8.38,1.32,3.58,512.34,263.68,1
9.13,4.35,5.16,1793.24,347.74,0
7.19,2.27,3.84,611.83,206.25,1
5.4,5.29,5.22,22.53,428.84,0
7.88,1.59,0.56,546.01,256.29,1
5.75,4.39,6.08,1576.2,5.2,0
7.47,3.69,4,436.44,121.44,1
7.83,2.45,3.1,486.95,265.94,1
8.89,0.04,8.33,41.6,359.82,0
8.31,3.94,2.26,121.75,156.79,1
9.03,0.09,6.81,46.82,523.07,0
7.29,2.81,4.44,63.22,172.39,1
6.15,5.47,5.5,16.77,38.36,0
7.6,0.86,3.42,697.27,161.24,1
7.9,2.04,2.55,736.02,288.38,1
7.05,3.85,4.88,146.12,253.05,1
8.86,5.38,9.26,35.26,29.82,0
9.26,4.4,9.96,43.25,8.4,0
5.08,0.02,9.81,1871.49,463.51,0
9.49,0.01,6.89,1467.24,380.27,0
8.93,5.04,9.89,37.04,401.46,0
5.9,5.8,8.18,28.25,20.89,0
7.23,1.01,2.45,630.67,170.92,1
5.02,0.01,9.44,1536.68,567.37,0
5.39,0.02,6.22,39.63,397.96,0
8.76,0.08,7.63,47.15,323.37,0
5.14,4.32,6,42.89,450.62,0
9.39,0.06,6.39,24.18,13.87,0
5.14,4.74,8.7,1851.79,324.68,0
6.7,2.51,2.94,571.17,292,1
7.32,3.8,4.85,351.09,109.17,1
6.79,3.24,0.26,423.88,147.06,1
7.26,2.87,4.44,760.27,174.45,1
5.99,0.03,6.49,10.87,472.87,0
8.42,1.83,1.78,480.44,64.56,1
8.46,0.23,3.86,659.82,96.26,1
8.65,4.83,6.16,22.74,8.8,0
6.72,0.31,2.1,502.85,245.05,1
8.62,5.92,6.28,818.4,4.68,0
8.18,3.82,1.55,604.95,117.38,1
7.24,3.67,0.06,729.7,160.05,1
8.82,4.44,7.33,1715.7,377.47,0
9.13,4.35,6.85,26.26,409.95,0
7.85,1.94,4.17,269.68,61.1,1
8.9,0.01,6.63,1264.92,32.37,0
7.21,1.77,3.38,320.82,196.69,1
8.25,1.17,4.66,188.37,212.5,1
9.36,0.07,9.89,13.74,37.93,0
8.18,1.7,3.37,485.78,115.21,1
8.72,0.05,7.76,1857.92,57.92,0
8.22,2.57,2.29,345.91,103.82,1
8.4,1.17,3.93,467.61,233.65,1
6.66,1.05,1.74,314.58,211.58,1
9.03,0,8.45,14.35,12.71,0
8.99,5.76,8.85,26.73,448.6,0
7.41,2.91,0.96,268.16,280.87,1
8.3,1.53,4.16,66.92,72.19,1
5.7,0.01,6.36,1098.82,473.95,0
7.27,2.09,4.96,710.06,71.14,1
7.37,0.76,0.95,737.19,190.25,1
5.61,0.09,5.78,25.76,564.58,0
6.74,3.67,1.88,508.5,299.3,1
8.85,0,5.12,33.65,302.13,0
6.74,0.26,2.02,248.44,154.31,1
8.06,0.36,2.82,745.83,212.11,1
6.52,2.27,3.85,358.94,270.07,1
8.68,5.96,8.26,1901.05,50.65,0
6.13,0.04,6.94,1859.99,48.11,0
8.43,3.47,3.94,245.62,116.04,1
5.27,0.05,7.9,15.78,17.73,0
7.42,3.75,2.66,765.6,201.5,1
8.34,1.88,3.28,225.4,236.55,1
6.15,5.7,9.63,989.3,56.03,0
8.06,1.2,1.17,457.21,288.74,1
8.3,3.95,4.24,661.31,136.32,1
9.08,4.49,5.25,37.31,11.6,0
6.14,0.03,8.72,10.97,22.29,0
7.49,0.95,2.3,407.8,209.48,1
9.14,0.02,6.49,1979.38,380.08,0
5.1,5.35,5.31,35.75,380.08,0
8.95,4.62,6,28.83,581.12,0
6.74,0.39,4.32,330.66,139.57,1
6.16,0.01,7.34,985.97,11.8,0
8.65,4.35,6.98,1342.33,54.94,0
5.99,0.01,8.1,48.7,550.17,0
5.56,5,7.94,1920.72,18.25,0
9,4.23,5.39,14.01,593.77,0
7.16,2.42,1.66,187.96,175.76,1
7.55,0.13,0.54,491.08,162.95,1
7.07,1.49,3.08,696.09,266.89,1
8.3,0.13,4.65,559.35,103.96,1
9.33,0.03,9.59,42.08,2.19,0
8.24,2.42,2.42,119.89,179.13,1
7.74,3.32,1.31,268.74,126.29,1
7.78,2.05,1.12,429.56,89.35,1
5.72,0.04,6.98,1442.22,495.77,0
6.12,0.02,9.51,1300.44,397.25,0
9.16,4.8,9.81,1507.31,576.42,0
7.97,1.95,4.24,444.34,248.37,1
7.53,1.17,1.72,96.55,177.31,1
7.04,1.47,2.64,720.42,211.21,1
8.37,1.17,2.41,589.18,180.97,1
9.05,0.04,5.7,13.4,372.21,0
7.82,3.85,4.74,216.55,192.37,1
5.86,5.35,7.78,1210.62,442.98,0
6.58,1.54,0.24,789.25,87.84,1
6.09,0.02,7.35,22.73,41.1,0
6.6,1.14,3.23,430.74,285.22,1
7.62,2.72,1.37,512.13,160.07,1
7.38,0.27,1.05,711.54,169.82,1
7.32,1.06,2.19,749.71,280.91,1
5.48,0.05,6.32,40.71,430.3,0
7.76,2.43,1.31,719.49,297.68,1
8.17,1.66,3.92,626.68,230.05,1
6.92,3.55,0.43,153.88,262.32,1
5.58,0.09,8.57,11.32,349.6,0
8.82,0.07,6.5,1712.96,498.39,0
8.78,0.01,6.11,1689.36,562.02,0
5.38,0.08,9.73,1280.71,599.18,0
6.82,0.8,3.15,116.39,106.11,1
7.92,3.58,1.07,139.83,61.68,1
9.2,0.05,5.26,44.4,508.88,0
7.24,3.73,4.42,371.1,140.67,1
5.78,5.76,5.73,1349.08,321.23,0
5.46,5.4,7.09,19.24,353.93,0
8.13,3.85,0.64,642.04,229.81,1
7.67,1,1.6,441.68,203.01,1
7.91,2.33,2.09,251.28,68.1,1
7.6,3.49,3.8,304.68,140.34,1
8.79,5.52,6.51,47.62,39.89,0
8.68,0.01,9.85,1542.98,511.99,0
9.13,5.48,6.73,1858.6,454.5,0
7.3,0.57,3.51,157.84,168.2,1
9.09,4.52,7.45,1764.29,57.97,0
8.65,5.63,5.86,1459.98,475.25,0
6.92,2.38,2.35,634.94,268.72,1
6.19,4.98,8.74,38.91,439,0
6.9,3.68,3.61,523.02,283.26,1
7.69,3.54,3.67,265.92,299.33,1
8.97,0.08,6.39,19.48,510.27,0
7.05,2.06,1.23,662.51,293.88,1
7.64,2.23,4.66,644.01,224.44,1
9.3,5.05,9.22,21.17,8.31,0
6.82,3.43,1.62,580.25,129.76,1
5.59,0.06,9.84,31.45,19.98,0
7.78,2.82,2.33,97.42,175.94,1
7.51,2.96,2.89,59.1,127.9,1
5.45,0.04,9.22,815.83,429.86,0
7.5,3.74,2.45,455.98,163.04,1
7.85,3.8,1.94,175.06,244.08,1
8.87,0,6.04,36.09,22.68,0
7.29,0.87,1.39,432.8,132.44,1
7.2,3.73,0.23,250.41,206.5,1
7.69,2.98,4.47,549.99,104.15,1
7.38,1.76,0.96,588.8,224.21,1
8.17,1.96,3.41,589.88,213.86,1
6.35,4.3,8.06,17.88,397.25,0
6.91,1.75,4.09,759.84,231.04,1
7.09,3.79,2.75,444.16,186.14,1
7.66,2.84,4.38,712.93,96.16,1
7.85,0.6,0.86,564.99,82.02,1
8.23,1.65,1.1,301.16,274.44,1
5.75,5.6,5.45,1702.83,21.4,0
9.34,5.08,6.1,11.77,590.21,0
6.51,1.84,0.28,701,72.95,1
5.99,0.08,6.5,1785.3,10.2,0
7.48,2.6,4.65,442.39,207.67,1
9.06,5.16,6.7,1361.33,504.1,0
7.75,0.51,2.78,402.42,181.73,1
6.94,1.5,0.23,629.95,291.65,1
9.18,5.39,6.12,1733.41,21.6,0
7.17,0.5,0.13,479.42,250.32,1
7.4,1.95,0.61,274.31,188.72,1
6.94,1.35,0.52,299.13,268.58,1
5.85,4.2,5.47,45.47,26.24,0
7.85,3.27,4.93,689.38,152.92,1
8.95,4.78,6.57,13.74,550.08,0
6.32,5.09,6.72,46.51,25.42,0
7.92,3.45,4.07,294.25,233.06,1
6.71,1.91,4.4,191.21,234.43,1
9.45,0.06,7.01,1483.76,357.59,0
6.64,1.45,3.17,602.77,81.53,1
7.6,0.61,3.41,227.88,209.01,1
9.07,4.89,6.8,1153.85,383.2,0
9.17,0.02,7.81,47.49,481.83,0
9.35,4.91,9.05,24.49,44.35,0
7.19,1.32,2.32,744.55,214.67,1
7.42,1.72,2.33,781.84,81.99,1
7.75,2.78,0.08,78.44,172.99,1
5.45,5.23,9.69,1540.18,40.74,0
7.36,2.46,1.42,561.27,268.46,1
7.54,3.4,3.29,356.86,86.17,1
9.17,0.04,8.52,47.03,549.92,0
5.54,4.13,5.87,24.19,388.19,0
9.39,4.56,6.34,1858.66,7.18,0
6.83,3.19,4.81,630.3,65.86,1
5.1,4.78,8.86,1630.44,18.09,0
6.34,0.02,8.17,1617.89,416.9,0
7.68,3.23,4.93,134.3,64.93,1
9.21,0,6.7,1303.3,345.04,0
6.6,1.83,4.89,508.8,146.59,1
7.44,2.87,1.72,723.7,108.46,1
8.9,0.08,9.2,19.34,487.52,0
5.08,0.02,5.96,15.69,32.14,0
8.76,0.09,6.13,39.24,522.9,0
7.07,0.38,0.31,138.99,269.7,1
7.67,2.29,1.38,293.46,101.81,1
7.52,0.18,2.57,611.97,70.9,1
5.11,0.07,7.99,24.38,25.79,0
7.81,2.51,2.83,242.36,278.52,1
8.18,0.96,2.77,143.66,227.38,1
8.29,1.43,0.75,718.98,108.63,1
8.87,5.44,8.89,31.31,411.87,0
9.38,0.06,8.42,1459.33,350.44,0
7.08,3.76,2.9,63.23,107.91,1
7.17,0.47,2.61,493.39,162.56,1
7.66,2.09,3.86,480.03,147.06,1
9.02,0.06,8.74,1739.16,45.43,0
5.06,4.41,9.68,41.18,32.64,0
9.1,5.04,8.35,924.87,306.77,0
5.77,0.01,6.69,1533.05,311.79,0
7.84,3.04,3.05,432.31,253.54,1
9.2,0.07,6.51,33.65,573.79,0
5.22,0.07,5.66,47.43,6.74,0
7.5,3.21,2.53,651.91,110.09,1
5.03,5.67,6.62,1423.06,491.75,0
7.15,3.45,0.07,194.36,117.29,1
5.89,5.77,8.73,1635.35,24.33,0
5.82,5.07,7.06,23.82,57.93,0
8.17,0.61,4.35,215.24,253.17,1
7.59,0.24,3.27,568.93,162.44,1
8.46,1.93,1,319.23,248.97,1
8.99,4.22,6.04,36,408.3,0
6.37,0.06,6.59,10.76,6.34,0
6.64,2.18,2.18,336,283.19,1
5.41,4.74,8.22,1216.2,1.74,0
7.84,1.46,2.09,748.65,289.76,1
8.98,4.45,9.84,23.6,27.33,0
7.3,1.71,1.21,245.49,103.51,1
8.91,4.21,5.85,1750.72,33.19,0
6.65,2.61,3.64,768.2,60.72,1
8.39,2.44,0.57,383.96,64.46,1
5.63,0.07,5.7,17.74,549.92,0
6.69,3.07,4.91,125.24,224.74,1
6.59,0.34,4.03,510.28,108.05,1
7.97,2.72,2.41,231.4,123.76,1
9.37,0.09,5.2,29.33,40.48,0
7.65,3.68,1.13,612.22,292,1
6.79,2.49,0.75,530.55,237.35,1
8.22,3.27,2.63,705.83,269.22,1
5,5.12,7.28,32.84,21.76,0
8.98,5.75,8.97,806.41,340.93,0
8.15,0.26,3.36,777.68,182.08,1
9.18,5.52,9.71,1806.62,52.75,0
7.9,1.4,3.63,267.88,218.79,1
7.2,1.25,1.15,631.01,268.7,1
5.33,4.53,5.65,40.64,18.62,0
9.3,0.04,7.36,25.81,302.96,0
8.69,4.31,5.28,1128.52,42.8,0
5.6,0.04,6.77,976.02,312.58,0
7.36,0.24,2.66,182.05,64.69,1
8.22,3.34,4.47,753.64,128.21,1
9.18,0.01,7.8,1746.71,456.78,0
5.06,0.05,8.02,1989.7,439.99,0
6.02,0.06,6.57,1990.05,23.33,0
8.48,2.34,0.13,286.38,278.87,1
6.64,3.74,0.62,206.8,198.61,1
6.37,0.03,6.03,35.66,502.01,0
8.73,5.38,9.83,1393.79,25.29,0
5.18,4.73,5.22,31.37,484.7,0
8.13,0.43,1.52,71,225.82,1
7.47,1.55,0.8,129.92,234.22,1
7.47,1.06,4.13,451.09,232.12,1
9.04,5.52,9.67,29.96,491.23,0
9.11,0.07,8.46,12.82,377,0
8.44,2.92,4.37,83.58,74.04,1
9.39,0.01,6.3,11.6,598.05,0
9.15,5.66,8.85,41.63,27.77,0
8.81,0.01,8.34,1836.43,370.1,0
5.93,0.07,9.55,1923.67,564.57,0
8.29,3.06,0.47,92.88,78.75,1
8.37,3.84,4.27,401.67,176.64,1
9.12,0.01,9.04,14.19,511.35,0
8.4,0.32,2.06,416.39,135.36,1
7.72,1.84,4.38,412.63,286.22,1
7.31,2.05,1.93,597.13,192.68,1
5.94,5.19,6.23,40.99,496.5,0
7.19,2.67,4.45,511.88,289.99,1
7.05,0.69,2.21,653.42,269.2,1
6.03,5.27,6.76,1805.46,45.25,0
5.58,0,7.05,1880.81,571.94,0
7.33,3.23,4.24,65.74,292.62,1
8.39,3.32,0.2,389.77,231.29,1
6.62,3.36,1.61,155.02,167.6,1
6.89,1.83,4.44,302.74,95.78,1
8,0.33,4.2,591.1,276.77,1
7.63,1.52,1.64,229.74,292.95,1
7.08,3.02,4.19,297.72,227.31,1
5.05,0.04,6.89,925.94,576.51,0
7.27,0.44,2.14,267.16,65.56,1
7.75,3.59,3.64,419.97,179.31,1
5.73,0.09,5.27,1022.24,16.96,0
6.64,1.88,1.29,224.45,200.97,1
6.99,0.92,4.59,116.21,193.48,1
6.78,3.11,0.61,285.63,190.75,1
7.38,2.11,2.12,94.93,279.19,1
6.63,0.97,1.45,400.8,73.76,1
7.71,3.24,3.88,724.03,228.19,1
7.78,0.34,2.08,151.43,76.1,1
7.63,0.56,0.42,316.82,159.2,1
8.73,0,6.99,25.76,8.12,0
8.15,1.07,0.98,196.83,230.22,1
8.85,0,9.7,1216.2,435.97,0
7.05,3.08,0.6,130.9,122.12,1
5.68,5.92,9.5,1863.19,472.35,0
5.52,5.47,5.99,1273.14,33.74,0
7.39,2.47,1.13,759.97,125.99,1
7.85,2.78,0.69,270.44,279.95,1
7.95,0.68,3.18,570.97,271.17,1
8.19,0.6,2.35,609.31,201.27,1
5.26,4.4,7.25,1052.57,360.56,0
7.51,1.91,1.3,243.35,108.3,1
7.27,0.92,2.42,354.63,234.05,1
7.18,2.21,2.45,470,99.23,1
8.62,4.64,8.97,1790.22,33.95,0
6.78,3.39,4.08,182.42,109.81,1
8.79,4.68,5.61,1454.55,459.01,0
6.91,0.1,2.53,579.92,120.96,1
9.32,5.2,6.06,46.99,484.7,0
8.25,3.11,2.34,124.62,288.69,1
8.47,1.4,0.44,145.84,172.9,1
9.22,0.04,9.49,1174.46,42.42,0
7.68,1.82,0.76,434.24,119.97,1
6.26,0.08,5.73,1557.81,594.01,0
6.15,5.51,9.77,1205.5,584.99,0
6.55,1.95,3.38,509.04,258.4,1
8.72,0.08,5.88,28.29,3.38,0
9.36,5.47,6.99,1696.43,33.61,0
5.54,0.06,5.76,879.19,47.38,0
9.24,4.95,8.11,1015.8,53.36,0
8.02,0.22,3.68,703.59,237.68,1
8.44,2.88,0.94,736.11,157.16,1
6.09,5.15,7.47,1442.75,52.69,0
9.2,0,9.48,13.52,538.55,0
6.25,0.07,5.51,31.44,31.3,0
7.13,2.33,4.91,189.8,134.01,1
6.59,1.54,3.51,413.32,286.74,1
6.3,6,8.02,1526.18,52.22,0
6.71,1.94,1.11,538.13,293.99,1
5.08,0.09,9.34,46.62,481.37,0
8.87,4.46,8.28,24.49,425.39,0
7.74,1.1,0.37,432.8,187.67,1
7.37,1.35,3.47,310.68,219.34,1
5.13,0.06,8.65,1464.45,8.41,0
9.5,4.75,9.63,40.31,593.35,0
7.96,3.78,3.82,213.32,209.03,1
7.16,2.1,3.47,482.85,244.58,1
5.47,0.03,5.77,44.38,2.42,0
8.92,0.09,5.44,1446.9,496.24,0
5.17,5.43,5.29,32.47,446.16,0
6.97,0.78,2.36,68.32,183.75,1
6.79,0.99,1.36,754.57,192.09,1
5.3,0.03,6.8,27.49,400.36,0
7.18,2.59,1.91,614.89,263.26,1
5.32,0.07,5.84,14.76,305.06,0
7.65,2.35,1.49,726.23,171.93,1
9.12,5.6,7.9,34.63,436.2,0
9.13,0.08,7.45,1050.03,472.87,0
8.66,4.16,6.33,28.25,442.2,0
6.66,2.24,0.06,797.42,98.91,1
6.61,1.8,4.46,445.58,284.81,1
6.56,0.78,3.14,260.2,251.84,1
7.78,1.02,1.01,797.57,284.92,1
5.56,5.09,8.98,1392.94,549.96,0
8.4,2.25,1.38,382.14,89.47,1
5.11,0.01,6.54,1803.52,354.4,0
8.05,0.38,4.55,384.54,216.38,1
9.23,0.06,7.24,1477.34,48.75,0
8.67,5.79,8.3,1449.21,9.85,0
8.12,0.18,3.19,220.42,269.43,1
7.26,0.27,0.49,650.67,198.74,1
7.72,1.04,4.8,461.25,159.42,1
5.57,4.99,5.36,912.54,9.67,0
5.96,4.17,9.71,1095.95,567.44,0
5.39,5.61,8.32,1077.33,541.05,0
8.83,5.58,7.31,1973.11,37.24,0
5.68,4.8,7.56,15.77,566.16,0
8.43,0.25,3.4,294.23,242.76,1
5.22,0.04,8.98,34.76,18.71,0
5.25,0.03,6.04,30.26,473.78,0
9.32,0.01,6.17,46.65,11.38,0
7.36,2.04,3.82,394.43,211.3,1
8.02,2.93,3.26,98.74,73.37,1
8.81,5.98,8.29,47.82,6.67,0
6.97,2.24,4.66,587.56,136.92,1
7.14,1.77,4.62,76.6,296.7,1
7.25,0.21,1.75,160.84,120.77,1
8.85,5.11,8.98,48.7,592.48,0
7.89,2.24,2.51,185.58,287.57,1
5.9,4.2,7.18,1563.37,48.18,0
5.8,0.02,5.19,23.57,573.55,0
9,4.67,8.75,32.32,50.8,0
8.92,5.83,9.2,1733.41,21.65,0
7.26,0.43,2.75,770.36,182.83,1
9.11,0.02,6.95,15.17,48.2,0
8.13,2.02,1.59,753.95,176.64,1
5.95,0.06,5.81,827.11,50.22,0
8.63,5.16,7.62,1839.6,461.8,0
7.35,0.39,4.76,441.72,213.56,1
5.02,0.08,5.49,24.77,329.46,0
5.97,0.06,8.85,22.5,8.57,0
7.7,0.74,1.05,664.91,266.78,1
6.98,2.45,1.72,400.66,128.89,1
6.69,1.78,2.52,559.52,249.61,1
8.71,5.47,8.63,1624.34,598.37,0
6.94,0.71,4.26,535.82,65.24,1
7.4,2.18,2.14,378.81,214.71,1
7.18,2.19,1.81,679.38,115.55,1
5.08,5.02,7.31,1949.29,412.6,0
5.22,0.05,8.84,1420.66,557.95,0
8.11,2.15,0.45,203.49,172.22,1
6.09,0.02,7.8,33.49,502.58,0
8.72,0.01,6.65,1165.19,48.78,0
6.77,3.08,3.49,587.89,135.28,1
9.1,0.05,7.1,17.15,394.11,0
6.63,3.88,2.66,741.35,267.21,1
8.06,2.29,3,481.53,71.83,1
8.2,1.6,2.01,280.13,175.7,1
6.96,0.74,2.26,403.69,214.57,1
6.19,0.09,7.15,20.83,2.13,0
7.42,2.62,1.29,748.68,178.66,1
6.85,0.87,1.09,460.79,210.97,1
8.98,5.64,9.65,999.72,40.15,0
7.8,1.39,1.4,424.55,245.01,1
7.3,3.62,3.49,606.34,229.55,1
9.13,4.16,6.42,858.08,552.97,0
9.34,5.93,8.94,929.35,508.96,0
9.11,4.26,8.89,1046.67,22.06,0
9.06,5.32,6.42,39.81,480.56,0
5.02,5.08,6.79,1878.32,39.49,0
9.45,5.09,8.8,1420.45,471.85,0
9.49,0.03,7.55,42.35,404.76,0
8.39,1.74,3.12,372.38,105.84,1
6.98,2.42,0.97,112.4,295.82,1
6.53,2.05,1.57,729.7,206.59,1
9.47,4.48,9.59,32.72,493.15,0
6.71,3.85,4.39,719.32,93.86,1
9.36,4.81,6.01,38.84,1.32,0
6.73,1.77,4.89,344.71,159.09,1
7.61,1.33,2.94,757.62,74,1
8.88,5.38,7.2,37.71,377.47,0
8.98,0.02,6.35,1839.88,388.74,0
6.39,4.31,7.97,15.13,312.91,0
6.52,2.03,4.55,285,249.97,1
7.64,2.89,0.99,460.1,130.52,1
8.87,0.05,6.14,28.56,12.75,0
8.86,0.03,8.52,12.02,576.11,0
7.92,3.12,3.35,497.34,98.2,1
5.17,0.02,8.79,1166.87,27.33,0
6.97,1.99,3.05,289.41,164.21,1
8.39,0.88,3.58,305.57,222.4,1
6.86,3.75,2.33,179.65,140.88,1
6.77,3.71,1.56,713.79,200.06,1
8.73,4.31,8.9,1304.87,20.25,0
6.26,0.08,8.17,1029.43,496.5,0
7.47,3.48,0.99,91.75,223.98,1
7.36,3.01,2.48,91.66,295.7,1
6.92,2.38,0.06,591.67,218.29,1
6.65,3.69,2.52,155.53,159.77,1
6.51,0.32,2.43,379.71,267.87,1
7.59,1.4,3.79,316.32,183.85,1
8.1,1.64,4.01,618.15,171.95,1
7.22,1.76,0.5,51.56,291.01,1
6.96,0.9,1.87,74.96,135.49,1
7.24,0.68,0.9,229.05,173.32,1
5.42,4.74,5.54,46.52,452.69,0
6.81,0.6,1.22,750.56,270.84,1
6.6,2.17,2.56,97.36,65.48,1
7.31,0.38,3.43,176.96,147.97,1
5.71,4.17,6.99,29.36,517.18,0
9.22,0.04,9.4,1357.65,569.78,0
7.58,0.39,3.07,570.29,168.75,1
6.25,0.06,8.78,1621.9,558.98,0
8.09,2.69,2.56,190.13,237.13,1
6.99,2.51,3.01,712.89,92.42,1
7.49,2.41,0.7,65.15,240.49,1
7.94,0.67,3.74,532.06,168.88,1
5.73,4.55,8.18,20.25,30.55,0
9.03,0.01,8.83,1874.19,18.77,0
7.73,3.25,0.52,449.81,70.91,1
6.58,2.96,4.24,398.82,293.12,1
7.02,1.81,4.12,613.48,232.41,1
8.77,0.04,6.15,1815.29,30.41,0
6.34,4.74,5.52,1927.97,8.31,0
8.94,5,8.82,1128.52,596.63,0
8.85,0.03,9.61,1661.53,10.04,0
7.25,1.27,1.47,174.25,247.05,1
5.63,5.76,7.11,44.36,472.13,0
9.04,5.44,5.69,13.47,592.45,0
7.04,3.7,0.19,163.71,197.58,1
8.98,0.05,5.69,1812.28,42.49,0
7.47,2.54,1.88,379.13,92.78,1
6.24,5.19,7.58,31.25,340.18,0
7.51,3.84,0.79,683.59,286.66,1
6.53,0.44,0.45,489.7,243.71,1
7.58,2.63,0.37,476.45,118.49,1
8.8,0.08,9.45,1901.05,565.27,0
6.68,0.68,4.58,273.94,148.03,1
7.51,1.26,0.18,600.59,226.72,1
7.1,3.82,0.56,313.49,79.18,1
9.44,0,8.54,1649.07,42.61,0
5.27,5.39,5.78,1442.22,358.56,0
5.39,0.06,7.56,45.12,516.39,0
5.56,4.2,5.83,890.74,33.46,0
8.45,1.05,0.82,535.15,180.26,1
5.12,0.02,5.35,11.34,31.91,0
7.39,1.26,1.49,68.58,240.38,1
7.98,1.44,4.84,151.42,214.39,1
7.17,3.14,3.26,338.12,238.23,1
8.96,4.63,6.86,805.31,56.77,0
7.14,3.59,3.13,363.95,245.94,1
7.74,2.74,4.8,206.03,98.23,1
5.67,4.9,9.71,16.3,546.05,0
9.45,5.53,7.56,1480.72,590.31,0
6.39,5.1,9.92,1483.53,557.76,0
8.94,5.46,8.16,1311.95,379.79,0
9.29,5.82,7.64,859.53,452.2,0
6.27,5.24,8.73,17.56,23.58,0
8.12,3.63,2.67,591.74,246.71,1
6.81,0.92,3.46,620.4,263.02,1
5.69,4.93,8.85,48.61,57.73,0
6.96,0.94,4.76,113.08,208.58,1
5.28,5.43,7.58,1673.47,25.92,0
9.35,0,6.76,25.55,489.73,0
5.7,5.93,7.8,1703.86,317.05,0
9.24,0,5.4,22.2,401.03,0
9.19,5.97,6.34,1535.06,30.06,0
6.11,0.02,5.19,1696.57,543.37,0
8.89,0.03,6.88,1720.46,25.38,0
6.63,2.71,0.17,57.33,199.86,1
7.34,2.42,4.83,474.15,157.34,1
5.76,5.61,9.95,1108.35,56.93,0
5.83,4.87,5.57,848.93,33.76,0
7.74,2.74,3.21,496.63,172.45,1
6.68,2.34,3.17,546.78,200.38,1
9.43,0.01,9.82,11.1,37.65,0
8.7,0.07,6.01,1703.39,27.42,0
5.8,0.02,6.73,1449.4,19.9,0
6.15,0.06,6.11,14.83,56.59,0
7.74,3.76,3.11,520.95,194.81,1
5.76,5.54,7.61,1755.98,56.95,0
8.71,0.07,6.84,1502.44,572.27,0
7.72,1.72,4.31,753.85,153.89,1
7.98,1.86,2.13,683.42,189.56,1
6.54,0.19,3.58,754.58,103.35,1
7.47,2.22,1.53,510.83,92.97,1
7.38,3.46,2.6,624.21,75.45,1
6.7,0.35,2.36,593.53,262.89,1
7.95,0.37,0.86,521.83,195.21,1
9.36,0.06,7.01,1795.29,18.91,0
5.48,5.48,6.24,27.7,454.98,0
