ph,Chloramines,Turbidity,Conductivity,Hardness,Potability
5.69,3.03,3.63,416.88,434.95,0
8.17,0.05,6,847.16,468.57,0
8.95,3.9,0.83,783.75,424.57,0
6.15,4.1,2.54,1197.05,199.28,0
8.75,4.83,4.68,1003.13,494.97,0
8.91,0.9,0.19,716.26,367.52,0
9.16,2.97,4.14,1208.01,177.8,0
6.56,2.13,0.48,782.77,46.85,0
9.12,1.67,1.42,1109.1,333.52,0
6.78,2.83,0.96,1098,364.28,0
7.71,3.91,5.44,1197.38,61.23,0
5.7,0.12,1.08,115.85,274.87,0
5.68,4.85,0.24,771.45,493.54,0
8.38,4.05,3.53,624.86,163.12,0
7.28,3.76,2.08,652.99,150.95,1
6.53,3.8,2.43,614.09,451.65,0
6.26,1.95,0.71,1093.58,58.71,0
8.18,3.76,4.49,434.41,466.76,0
5.5,1.93,3.61,617.69,389.74,0
8.72,4.49,2.19,284.87,195.42,0
5.82,0.89,1.03,349.68,41.77,0
6.27,1.46,3.56,868.73,9.59,0
7.04,2.76,4.67,178.51,187.92,1
7.44,1.6,1.87,268.53,352.68,0
6.92,2.12,0.16,700.6,243.76,1
6.78,2.46,1.29,85.59,369.33,0
9.36,4.28,4.09,191.2,335.29,0
8.07,2.62,5.93,1126.46,286.45,0
5.59,1.81,0.08,1104.61,483.75,0
7.22,1.24,1.84,471.68,364.19,0
9,2.04,0.37,471.95,457.31,0
6.71,2.58,1.9,1219.37,121.08,0
5.88,3.73,2.44,62.82,356.82,0
8.53,0.61,5.53,766.98,298.9,0
7.92,1.11,0.48,788.69,462.15,0
7.78,1.9,4.66,1030.62,255.23,0
5.71,1.8,2.37,1238.72,139.82,0
6.06,1.96,4.87,481.9,192.42,0
7.99,3.97,3.08,586.05,109.41,1
6.33,1.62,0.24,882.55,109.99,0
7.52,2.51,5.68,1258.43,235.21,0
7.68,3.12,0.5,1161.31,446.28,0
6.63,1.16,3.59,877.16,95.93,0
9.29,3.59,5.27,1118.04,143.94,0
8.87,2.74,0.48,138.21,426.49,0
8.39,2.23,3.32,508.95,169.63,1
5.81,4.05,4.95,46.63,481.21,0
5.92,1.22,5.92,255.39,134.46,0
7.47,4.42,4.35,830.73,221.07,0
6.14,2.81,1.67,1154.66,47.8,0
9.41,3.05,4.2,833.63,496.09,0
6.13,4.38,4.23,873.46,445.07,0
7.45,4.09,4.2,161.85,408.78,0
6.96,3.01,5.13,874.37,78.67,0
8.06,3.77,0.52,607.02,484.68,0
6.02,2.17,0.65,857.33,464.58,0
7.22,2.74,3.84,444.24,217.84,1
6.6,0.31,5.72,768.49,340.82,0
9.05,0.45,2.8,568.57,496.23,0
5.66,4.15,5.76,739.47,204.87,0
9.15,0.3,5.63,216.8,56.52,0
8.83,0.85,5.42,532.7,433.89,0
6.69,3.98,5.46,505.33,238.24,0
8.66,0.01,5.39,965.22,493.48,0
5.62,1.41,4.92,927.14,275.45,0
9.37,2.92,4.17,1184.25,14.74,0
7.61,2.98,0.15,832.71,245.86,0
6.71,3.89,0.79,429.47,359.03,0
6.95,2.53,0.81,1024.7,13.02,0
5.77,2.55,0.14,661.19,206.72,0
9.46,3.63,0.7,275.74,77.78,0
5.66,2.49,5.52,979.21,321.55,0
8.12,3.04,3.98,198.31,478.67,0
7.27,4.49,1.87,256.25,312.29,0
9.3,2.01,4.76,993.62,347.44,0
6.48,1.93,2.93,1008.08,198.28,0
7.63,0.02,0.85,1034.29,281.57,0
7.43,3.07,5.31,402.52,271.93,0
8.31,0.15,2.03,1130.57,379.8,0
5.77,2.52,4.19,947.79,428.46,0
6.28,4.02,1.74,1089.14,331.44,0
6.36,2.75,3,929.93,489.9,0
8.45,1.35,4.9,766.09,414.14,0
6.26,3.93,0.94,168.93,62.32,0
7.79,1.35,5.86,932.89,253.74,0
6.36,3.67,0.42,906.89,451.62,0
8.95,3.05,3.2,426.86,471.97,0
9.27,0.85,5.5,964.49,190.1,0
7.57,4.53,5.67,729.08,362.85,0
6.91,1,1.39,740.45,205.27,1
6.44,4.95,0.86,496.86,61.83,0
5.7,0.04,4.35,178.32,442.31,0
6.57,1.32,0.25,305.5,465.98,0
8.12,1,2.91,1006.42,252.38,0
7.63,0.07,4.78,374.73,9.15,0
9.28,3.66,3.36,32.86,408.02,0
7.09,3.47,1.13,1296.21,238.48,0
8.28,3.96,2.92,297.57,37.51,0
7.46,1.28,5.53,862.34,94.7,0
7.55,2.22,3.7,1207.19,76.06,0
6.57,3.3,4.33,791.64,343.14,0
7.32,2.2,2.02,1044.77,149.7,0
7.38,3.49,1.13,1269.99,63.85,0
8.33,3.17,1.53,1122.66,458.82,0
9.26,0.57,3.2,738.54,478.27,0
6.82,3.91,1.68,491.9,69.29,1
5.67,3.6,3.25,642.73,115.12,0
7.49,3.28,4.25,1099.12,296.06,0
7.68,0.78,4.41,1113.76,75.25,0
6.17,1.34,0.99,1104.24,79.3,0
8.54,1.97,4.5,788.47,168.29,0
9.44,1.4,4.04,635.73,474.59,0
9.28,1.14,0.07,425.4,481.22,0
6.29,4.03,0.35,34.27,420.89,0
9,3.19,3.88,1000.9,347.86,0
8.32,2.83,2.3,381.79,360.34,0
7.32,1.13,0.88,448.69,234.79,1
7.66,4.59,0.27,1101.22,265.08,0
8.9,0.96,0.96,96.36,317.23,0
7.42,3.97,5.75,1208.08,365.64,0
6.99,4.83,4.37,31.73,48.42,0
7.47,3.64,3.17,1222.74,112.44,0
7.82,4.96,5.65,607.54,481.47,0
6.26,3.26,3.71,159.7,167.57,0
9.1,1.09,4.35,886.18,134.24,0
8.2,1.02,1.7,1167.74,210.96,0
8.03,1.62,3.53,586.35,145.46,1
5.9,0.04,0.86,908.02,45.59,0
7.92,3.41,2.43,1273.79,103.98,0
5.98,1.34,0.2,335.69,320.08,0
5.81,4.08,1.3,1071.97,111.59,0
7.61,1.8,0.45,404.95,323.83,0
7.11,2.4,2.33,571.45,50.04,0
7.86,4.83,5.06,387.84,20.94,0
5.86,1.21,2.27,596.43,430.78,0
7.22,3.61,4.99,36.46,380.01,0
6.2,3.78,3.94,415.37,333.01,0
9.45,1.1,3.06,595.52,15.45,0
7.74,2.5,1.42,832.95,119.68,0
8.25,1.75,5.53,839.45,406.16,0
6.8,3.86,0.33,771.41,72.33,1
5.88,3.11,4.13,402.15,406.43,0
9.4,2.38,3.73,1233.2,292.12,0
6.65,3.9,2.65,527.8,370.18,0
7.2,1.18,1.44,305.46,322.25,0
8.1,3.77,2.58,734.23,208.49,1
5.6,4.33,5.24,981.14,145.99,0
8.74,4.39,5.02,45.54,336.36,0
7.65,3.92,5.65,380.96,403.46,0
6.61,2.04,1.85,1077.72,22.37,0
5.75,4.91,2.32,673.92,189.95,0
6.15,1.9,0.11,548.78,175.36,0
9.08,3.19,5.66,1212.24,279.74,0
8.24,0.81,1.98,143.71,56.96,0
6.5,4.9,2.42,811.77,466.71,0
5.76,3.52,5.45,464.58,274.26,0
8.26,3.77,3.16,119.95,461.88,0
7.79,0.33,3.4,301.46,408.47,0
7.12,3.82,1.06,827.48,95.82,0
6.95,3.87,2.99,65.91,66.17,1
6.37,3.36,5.51,782.16,430.63,0
8.18,1.46,3.35,1245.2,268.05,0
9.38,2.45,1.53,1039.77,9.87,0
6.2,0.55,0.19,468.91,467.11,0
7.89,2.36,2.02,205.52,236.51,1
7.2,1.22,3.44,620.63,150.47,1
7.29,1.75,0.26,529.05,258.3,1
6.52,0.81,3.66,1264.1,411.46,0
8.8,1.15,3.14,1287.13,55.15,0
7.44,0.38,4.7,551.44,179.47,1
7.67,4.6,0.17,218.96,159.43,0
6.72,2.65,4.69,1186.47,419.82,0
6.23,1.98,3.13,1037.8,389.23,0
5.84,2.68,2.22,679.32,200.05,0
8.36,3.14,5.79,494,332.24,0
6.28,4.61,0.96,599.17,197.22,0
8.26,0.89,3.25,1175.39,285.66,0
7.06,1.48,1.93,264.5,495.61,0
7.16,4.88,3.16,1054.62,267.79,0
7.38,1.86,3.31,53.1,494.29,0
6.97,0.11,0.54,1199.13,373.6,0
5.9,0.74,3.97,665.38,60.36,0
6.74,0.13,3.81,317.97,397.98,0
8.15,4.95,4.62,33.63,80.64,0
8.16,1.39,0.54,740.62,266.16,1
6.64,4.62,1.78,340.5,306.62,0
7.34,4.98,3.9,831.71,446.12,0
6.27,3,0.82,387.08,105.21,0
6.34,0.17,4.07,141.79,437.97,0
5.59,0.41,0.35,671.42,467.25,0
9.09,2.41,2.01,746.9,44.74,0
6.34,2.03,5.08,604.79,442.64,0
6.41,3.03,4.65,611.71,129.59,0
6.62,2.19,3.87,778.86,40.5,0
6.01,4.67,5.22,698.47,479.29,0
8.06,2.67,4.26,198.36,196.1,1
5.8,3.47,3.12,280.3,311.49,0
6.04,4.48,5.88,210.07,276.44,0
8.08,0.73,4.17,910.49,106.59,0
6.86,1.15,3.61,701.32,334.78,0
8.33,0.54,2.45,575.92,23.06,0
7.73,0.7,5.41,1043.89,101.55,0
6.52,2.56,1.77,443.76,472.33,0
8.1,1.61,0.06,751.5,476.75,0
5.97,2.12,1.18,124.5,241.33,0
7.65,4.91,0.66,975.39,84.54,0
7.25,0.78,1.91,912.89,210.81,0
6.57,2.7,4.96,1049.02,438.54,0
7.92,0.49,3.91,1153.28,35.14,0
8.99,1.59,1.01,992.7,63.93,0
9.5,2.64,4.73,1102.5,447.83,0
7.93,4.73,3.03,468.98,207.69,0
7.12,1.96,3.08,466.04,41.73,0
6.4,0.32,2.17,1229.26,69.6,0
6.53,1.94,5.19,1191.51,441.22,0
7.42,0.73,1.91,726.59,245.05,1
6.97,1.15,0.56,495.53,81.5,1
9.16,3.09,1.82,1129.82,447.03,0
6.97,0.34,4.29,440.73,422.64,0
6.99,2.32,3.95,225.12,11.51,0
7.03,3.05,1.13,842.16,290.5,0
8.85,2.11,0.67,84.13,122.17,0
8.1,0.1,3.97,511.46,266.57,1
7.96,4.93,4.06,1055.73,139.63,0
6.84,1.84,2.2,404.92,157.94,1
8.77,3.89,5.06,1212.77,300.93,0
5.65,1.63,5.87,1243.9,269.43,0
8.98,2.38,1.23,1066.09,197.6,0
7.55,1.94,3.46,1284.31,53.78,0
7.09,1.71,0.03,704.07,484.71,0
7.49,0.11,4.28,752.88,87.3,1
8.17,1.8,2.49,1091.93,316.56,0
5.55,4.45,1.16,655.86,41.37,0
8.99,3.45,4.51,546.53,344.16,0
7.29,0.73,4.86,810.74,47.42,0
6.87,2.96,0.67,865.23,114.75,0
6.05,4.46,0.25,983.64,323.49,0
7.26,3.5,2,878.61,141.47,0
7.49,0.74,3.76,977.07,266.43,0
7.11,4.34,4.76,886.69,62.25,0
8.21,1.51,3.28,640.17,101.2,1
7.18,2.27,3.48,201.37,366.89,0
9.35,2.63,4.8,1027.51,17.57,0
7.9,4.25,3.17,69.09,55.9,0
8.73,4.66,3.67,1290.48,107.48,0
5.94,4.65,3.1,1082.14,10.1,0
7.09,0.04,5.28,882.06,47.69,0
6.85,4.61,1.41,1257.59,140.7,0
7.78,0.27,1.58,807.84,46.46,0
8.94,1.33,0.77,101.67,433.06,0
5.81,2.57,4.92,740.42,33.04,0
5.79,2.4,2.47,382.05,430.49,0
8.9,3.02,2.09,499.24,411.43,0
6.35,2.4,5.89,613.67,50.38,0
8.18,4.67,5.56,1013.74,12.6,0
7.67,1.2,5.83,668.72,25,0
8.83,1.37,0.85,632.84,295.19,0
6,4.6,5.35,413.5,335.18,0
6.02,0.38,1.97,715.64,310.33,0
7.73,3.05,0.08,345.46,270.74,1
9.29,3.41,2.35,361.46,87.34,0
7.16,2.53,3.06,991.72,420.48,0
6.81,3.47,0.65,465.04,163.78,1
7.93,0.86,3.23,95.28,493.09,0
9.22,4.26,4.92,466.47,192.43,0
8.85,0.7,2.27,840.99,131.5,0
9.48,2,2.12,1063.76,447.13,0
5.59,0.38,2.03,1251.66,283.71,0
5.95,2.73,5.54,977.7,360.93,0
7.94,3.35,0.29,574.64,204.2,1
8.78,4.71,2.67,409.88,443.46,0
6.64,3.7,1.59,194.63,458.86,0
6.46,2.71,5.36,827.16,218.38,0
8.65,4.66,0.58,677.55,120.36,0
5.73,2.39,2.47,890.68,323.84,0
6.98,2.81,2.44,331.16,477.29,0
7.52,2.98,5.33,441.03,311.22,0
7.74,2.05,1.29,400.96,477.11,0
8.41,4.19,3.87,1043.02,171.9,0
6.92,0.93,0.81,247.46,457.54,0
7.95,2.77,5.72,802.76,56.28,0
7.84,3.61,3.56,95.22,179.42,1
7.69,4.52,3.76,727.9,247.24,0
8.06,4.42,2.6,111.17,326.56,0
6.54,2.54,2.05,253.36,147.07,1
5.84,3.22,1.28,173.54,462.12,0
5.98,1.97,3.62,470.34,451.75,0
6.4,2.34,5.73,466.54,399.67,0
7.5,4.53,2.16,1079.55,57.18,0
8.86,4.65,5.3,316.62,39.15,0
8.31,4.48,0.89,139.71,249.07,0
8.66,0.69,5.62,796.46,382.67,0
6.9,4.25,2.1,903.06,61.62,0
7.12,4.74,2.28,404.43,320.72,0
7.07,1.81,2.78,795.57,263.93,1
6.27,2.59,4.31,1015.59,362.99,0
5.74,3.9,4.32,471.39,217.69,0
7.86,2.81,2.88,697.2,346.65,0
9.46,4.97,3.14,216.22,79.8,0
6.17,2.28,0.18,60.03,107.3,0
5.69,3.57,1.83,1276.34,451.67,0
8.62,3.96,2.08,410.66,164.69,0
6.51,2.47,3.35,384.21,492.75,0
8.82,4.28,3.35,1266.02,23.1,0
8.32,2.73,4.26,954.86,247.94,0
9.28,2.06,4.3,773.33,162.49,0
7.14,0.54,1.41,918.14,497.98,0
8.15,1.97,4.62,931.61,495.02,0
7.36,3.67,0.12,999.44,117.62,0
8.02,4.61,4.3,115.33,133.63,0
7.3,1.26,0.61,554.3,374.84,0
6.25,1.78,4.38,404.82,444.84,0
7.53,0.77,3.16,119.62,331.85,0
7.61,3.45,2.62,554,432.35,0
8.74,4.8,4.14,812.54,31.65,0
8.44,3.2,0.22,256.69,320.26,0
8.16,3.09,1.34,417.38,350.09,0
5.95,2.77,3.7,841.75,95.16,0
8.38,0.44,5.08,765.74,388.99,0
7.5,3.65,2.29,1133.36,472.13,0
9.08,3.01,1.55,1034.86,448.98,0
9.18,3.31,3.11,1256.33,122.48,0
5.72,4.49,3.73,788.44,162,0
8.78,3.92,2.52,917.05,249.81,0
5.65,3.9,5.26,1122.84,79.18,0
6.97,4.64,3.14,1096.79,476.98,0
7.67,4.95,0.21,942.78,80.8,0
6.09,2.91,1.34,665.33,380.71,0
8.49,0.54,2.7,376.97,170.71,1
5.53,2.3,4.19,1144.06,286.86,0
6.17,3.94,1.32,1016.35,23.59,0
7.82,0.14,5.86,1094.14,102.51,0
8.36,0.28,1.91,208.8,222.2,1
9.17,0.34,3.19,429.81,338.6,0
8.32,3.66,0.11,569.6,388.78,0
8.19,2.51,5.31,1094.71,15.07,0
7.08,1.84,4.73,1163.97,76.25,0
5.51,0.53,1.17,391.81,364.9,0
5.98,3.66,5.6,901.77,406.53,0
7.64,1.61,1.9,128.82,118.29,1
8.2,1.33,4.15,550.16,114.83,1
7.17,3.26,4.91,648.07,44.01,0
8.42,2.8,4.45,1002.35,75.15,0
7.59,1.81,5.51,1162.8,4.01,0
5.8,3.21,5.19,458.35,294.92,0
6.27,1.36,5.97,700.23,451.95,0
8.86,3.97,1.1,852.26,74.79,0
8.4,1.15,1.83,447.43,375.72,0
9.08,0.79,3.82,1281.63,286.83,0
5.97,3.91,4.4,1142.23,469.96,0
9.46,3.54,3.21,406.43,399.06,0
6.34,0.91,0.44,675.09,426.36,0
5.55,0.58,5.05,323.17,319.57,0
9.49,4.19,5.77,683.42,405.67,0
6.62,3.88,2.43,897.83,175.43,0
8.17,1.64,1.35,138.61,104.51,1
6.21,3.29,0.12,1135.05,456.26,0
7.82,0.62,1.42,784.06,367.17,0
9.12,2.54,4.2,1286.8,45.35,0
6.78,0.09,5.47,62.5,433.45,0
8.18,1.96,0.56,1086,174.45,0
6.25,0.37,3.32,1035.79,149.14,0
8,2.38,4.17,198.72,311.66,0
6.85,2.11,1.66,455.84,284.3,1
6.34,2.22,3.42,1153.69,269.13,0
6.75,0.23,4.29,688.44,127.44,1
6.22,1.81,5.03,539.63,479.89,0
9.11,3.78,2.71,1179.98,475.06,0
7.09,1.84,4.49,148.55,2.08,0
6.48,3.58,1.81,630.87,168.91,0
7.29,1.85,1.28,858.52,22.77,0
6.78,2.12,1.12,802.85,425.12,0
8.48,2.82,2.15,365.63,443.26,0
9.38,4.75,0.22,745.41,259.15,0
7.25,0.54,1.7,929.87,419.84,0
8.94,0.16,3.91,772.8,351.68,0
7.76,3.04,3.89,899.27,249.79,0
6.13,4.75,0.44,355.22,181.91,0
8.26,4.95,1.72,1087.72,133.11,0
7.55,2.42,3.42,601.11,129.71,1
8.1,2.34,1.91,1283.77,281.03,0
9.06,3.22,2.51,59.57,83.4,0
7.26,2.78,4.28,513,87.4,1
9.1,3.17,0.06,259.2,5.2,0
8.5,4.37,1.66,735.62,306.66,0
7.45,3.73,0.85,338.87,497.17,0
7.91,2.48,0.77,966.6,444.61,0
6.8,2.31,5.75,1149.97,352.84,0
9.43,3.2,2.26,297.82,392.76,0
8.17,2.28,3.16,234.06,208.43,1
5.68,2.29,4.4,1141.7,149.04,0
6.81,0.08,0.28,488.82,184.31,0
7.99,0.87,1.45,581.92,40.71,0
5.73,2.44,4.99,310.63,316.9,0
5.6,4.11,5.17,570.15,87.43,0
7.3,1.39,2.24,323.75,381.44,0
6.83,2.61,2.25,875.73,94.99,0
7.25,1.72,4.54,663.57,114.06,1
6.55,0.52,1.77,1030.84,478.65,0
6.16,4.79,0.7,427.16,52.7,0
8.26,4.27,1.55,672.11,249.42,0
7.56,0.39,2.32,359.59,31.34,0
6.3,3.6,0.31,1216.78,45.2,0
6.78,1.74,2.87,692.86,316.75,0
7.87,4.97,4.44,250.3,315.36,0
5.79,1.51,3.08,376.41,96.56,0
6.09,1.19,0.43,135.29,436.24,0
5.79,2.84,2.64,65.33,351.09,0
8.75,4.18,4.25,697.92,150.31,0
8.51,0.96,0.35,458.15,124.19,0
8.51,3.55,0.36,1253.99,377.14,0
8.37,0.31,2.22,247.59,366.81,0
8.18,4.59,1.17,1038.27,74.42,0
7.41,0.41,5.61,431.28,174.59,0
8.07,4.57,3.49,313.89,108.34,0
5.65,2.45,1.72,1261.44,147.07,0
7.99,2.24,4.23,1049.27,143.78,0
8.61,4.87,2.25,830.89,488.01,0
7.5,4.95,0.79,915.34,375.11,0
6.93,3.25,1.42,1289.05,390.03,0
6.61,0.64,3.86,783.37,138.71,1
8.07,2.53,0.31,159.41,0.26,0
8.27,2.65,1.64,112.38,29.08,0
8.98,2.57,1.25,876.59,276.5,0
6.87,2.85,1.21,865.15,142.74,0
8.58,0.09,4.1,980.18,96.48,0
7.75,3.56,4.95,168.15,24.82,0
9.03,3.56,4.3,1230.03,437.94,0
7.61,0.58,3.87,729.97,300.06,0
7.57,2.85,5.5,854.94,53.69,0
7.81,2.84,0.35,74.26,383.2,0
8.5,3.41,1,1250.44,377.91,0
9.36,0.43,2.49,744.49,144.7,0
5.79,3.13,2.23,745.47,94.21,0
5.71,1.4,2.51,1228.32,406.99,0
9.25,2.54,1.24,1210.27,164.78,0
7.62,3.87,0.9,309.78,423.71,0
7.96,3.53,3.06,1212.5,21.83,0
7.43,0.59,5.57,965.51,249.64,0
5.87,2.96,2.35,54,89.8,0
8.57,4.85,0.26,334.6,336.02,0
8.49,0.78,4.24,554.48,498.61,0
6.75,4.26,1.75,770.18,206.26,0
6.72,3.51,1.47,920.69,50.16,0
8.85,3.87,1.95,296.97,158.84,0
5.79,1.41,4.34,1092.61,445.75,0
9.02,1.44,4.91,1104.06,382.88,0
6.53,4.53,3.53,836.45,116.11,0
7.87,1.8,1.93,1199.79,476.8,0
9.24,0.32,1.86,1062.49,311.09,0
8.21,3,0.75,311.46,84.02,1
7.16,0.62,5.6,1044.32,286.16,0
8.26,3.98,3.83,1240.57,225.64,0
6.88,3.21,0.16,204.76,409.85,0
6.61,4.37,3.97,1272.95,172.08,0
9.49,3.92,2.68,61.74,437.49,0
8.5,0.56,5.84,693.15,405.99,0
8.08,1.91,4.91,1012.84,337.3,0
6.92,3.87,1.03,1033.86,129.3,0
5.7,2.09,4.32,963.03,485.16,0
5.62,4.86,2.91,702.28,274.33,0
7.72,3.68,1.12,856.72,453.76,0
8.55,0.08,4.19,918.91,107.86,0
7.65,4.4,3.28,658.06,491.69,0
8.86,0.5,0.18,786.52,408.03,0
5.63,0.7,3.88,1104.89,474.61,0
6.97,3.67,3.81,427.36,106.18,1
6.45,4.32,0.86,694.47,215.33,0
7.29,2.68,2.09,40.77,48.82,0
5.79,1.45,3.52,903.04,68.48,0
9.32,1.76,0.83,278.14,141.98,0
6.39,1.71,5.12,640.87,475.81,0
9.19,1.63,0.16,296.96,333.6,0
7.2,1.21,0.62,59.89,157.32,1
9.44,3.04,0.7,643.69,477.29,0
7.72,4.5,3.17,569.54,369.87,0
9.22,1.54,3.72,569.94,453.49,0
5.52,0.93,2.42,295.18,463.61,0
8.49,4.19,1.73,1232.95,375.38,0
9.11,3.71,4.86,34.45,121.57,0
6.06,4.65,0.41,1162.26,498.29,0
5.88,0.83,1.68,965.87,162.55,0
7.2,0.72,0.23,248.53,335.85,0
9.23,2.71,0.08,629.68,422.41,0
7.67,3.07,2.12,1285.84,87.58,0
7.61,2.4,1.17,847.5,304.52,0
6.06,2.99,1.61,191.77,187.59,0
5.5,0.9,4.93,611.21,122.14,0
8.74,2.4,0.98,624.62,5.89,0
5.85,3.29,4.68,1048.87,435.99,0
8.04,2.16,4.05,1193.53,67.94,0
9.16,3.4,1.96,134.45,439.06,0
6.33,2.26,3.28,428.83,300.35,0
8.16,1.67,2.67,409.02,310.53,0
5.81,1.52,0.77,1294.98,414.33,0
7.92,2.05,5.44,740.22,254.72,0
6.16,0.12,3.42,1147.39,178.64,0
8.44,3.34,5.28,571.06,69.4,0
6.7,4.23,4.94,947.86,285.21,0
7.35,1.77,0.48,393.96,276.58,1
7.9,0.23,1.24,1187.97,146.95,0
6.19,4.93,0.87,608.04,300.03,0
8.47,1.32,4.98,1050.73,219.68,0
6.71,0.63,5.17,354.89,402.77,0
8.15,1.85,3.17,910.88,279.74,0
6.13,3.69,0.63,544.55,466.84,0
8.25,1.47,0.81,69.93,258.99,1
6.01,2.87,4.88,554.52,443.75,0
7.2,2.08,5.58,728.53,260.26,0
6.49,0.59,1.2,222.74,279.02,0
8.49,1.65,0.07,263.57,183.4,1
6.55,3.62,1.99,620.38,200.08,1
9.03,3.06,0.18,465.27,466.55,0
9.07,0.6,4.97,589.74,111.64,0
6.29,0.82,2.95,615.25,60.73,0
7.96,3.2,3.85,207.9,415.11,0
5.85,4.07,2.47,260.12,288.46,0
7.07,1.75,2.07,1107.17,142.32,0
8.35,2.98,1.33,236.65,216.2,1
8.14,0.85,4.62,875.71,262.45,0
8,1.56,4.17,561.53,296.07,1
6.63,0.1,2.16,1259.66,410.53,0
7.01,3.84,1.93,113.95,197.18,1
5.91,2.01,0.01,1084.59,338.25,0
8.38,4.08,0.38,654.14,417.38,0
7.52,3.54,3.74,36.8,421.89,0
8.34,4.14,3.09,364.85,127.12,0
6.5,1.43,2.61,547.78,175.09,1
6.8,0.93,4.97,429.03,297.45,1
6.84,4.86,3.02,490.31,442.89,0
5.6,3.59,2.31,1194.17,395.22,0
6.86,4.17,0.97,488.39,291.98,0
8.71,0.07,4.92,561.91,491.87,0
9.09,1.77,3.46,996.64,219.49,0
7.57,3.71,0.55,1038.17,421.23,0
7.32,0.39,3.89,136.79,409.21,0
5.62,2.84,2.55,924.17,454.02,0
9.02,2.15,4.87,642.87,493.84,0
5.55,0.09,5.51,199.99,247.85,0
9.28,1.18,3.6,366.18,97.81,0
7.46,1.42,4.39,87.2,230.45,1
6.87,0.56,0.34,487.5,426.94,0
9.2,3.16,3.36,354.37,418.05,0
5.6,1.21,4.53,515.27,167.98,0
7.83,1.39,2.98,767.03,23.65,0
7.7,4.49,3.56,960.07,254.92,0
6.38,2.34,5.39,798.8,237.05,0
7.22,1.96,1.19,891.54,42.88,0
8.11,3.62,0.59,1129.36,397.44,0
8.41,4.55,4.14,1139.76,141.8,0
5.5,0.13,4.94,1123.11,322.88,0
9.25,2.24,5.1,224.52,50.74,0
6.16,3.05,3.85,348.86,430.35,0
6.43,1.59,5,667.95,369.64,0
6.55,3.86,4.2,485.6,194.21,1
5.65,4.86,0.52,197.22,314.74,0
5.99,4.72,4.57,395.44,93.73,0
9.45,1.33,1.08,1268.79,492.71,0
6.76,1.13,1.42,470.6,398.05,0
5.96,4.79,2.37,562.02,394.47,0
5.93,2.29,1.89,38.13,76.69,0
8.38,1.04,1.93,943.66,8.87,0
8.92,3.53,1.02,555.21,292.69,0
6.53,1.42,1.76,160.99,72.06,1
5.58,1.34,0.12,1260.07,390.22,0
6.39,4.4,2.84,1017.34,208.04,0
5.73,0.81,4.61,952.21,169.3,0
5.91,0.32,5.17,1246.5,36.82,0
7.23,1.35,4.92,547.5,498.03,0
6.42,3.03,2.5,942.54,478.01,0
7.56,0.62,4.38,291.88,65.8,1
6.51,2.36,1.73,915.34,166.41,0
9.26,3.14,0.33,47.88,195.39,0
9.12,4.24,4.06,190.41,148.4,0
7.77,1.15,3.89,570.08,467.23,0
6.92,4.09,4.81,45.36,360.67,0
7.02,1.17,3.7,616.7,477.96,0
7.15,3.38,0.94,693.95,437.25,0
8.41,2.15,5.12,819.44,377.27,0
7.31,0.57,3.76,157.49,348.48,0
8.93,3.57,4.85,259.89,433.08,0
9.28,1.09,4.64,808.87,342.07,0
6.84,0.88,1.79,865.9,94.36,0
7.74,1.79,0.45,62.89,324.06,0
5.88,3.27,1.06,716.27,257.5,0
6.3,1.17,0.56,1026.93,490.95,0
7.15,0.92,1.46,117.76,254.98,1
6.32,0.05,2.76,554.73,19.23,0
9.01,2.36,5.44,444.67,132.09,0
6.13,2.14,5.23,1190.36,458.69,0
7.32,1.17,4.31,265.97,481.18,0
7.92,0.27,0.14,434.32,364.25,0
8.27,2.15,2.05,1171.02,28.43,0
7.03,3.94,4.09,449.93,11.77,0
8.98,3.58,0.77,704.81,239.8,0
7.77,4.3,4.81,71.95,499.84,0
7.26,0.05,5.49,1280.83,434.65,0
5.77,4.83,2.12,1077.68,466.55,0
7.36,1.71,4.24,835.69,311.77,0
8.78,4.95,0.89,107.16,429.56,0
7.96,1.26,4.14,125.08,159.85,1
8.83,2.36,0.13,722.12,13.68,0
7.48,1.77,0.9,392.03,459.13,0
5.97,1.78,4.26,820.94,109.22,0
5.55,4.21,4.27,789.7,364.24,0
6.71,3.73,3.85,1095.09,329.48,0
8.29,4.96,2.86,387.35,79.08,0
8.66,3.07,4.05,763.89,97.89,0
6.68,2.32,4.64,1017.25,164.54,0
7.48,0.45,5.8,653.28,378.47,0
7.18,4.98,5.33,1084.92,19.62,0
7.14,2.76,4.77,196.72,203.53,1
6.43,3.5,4.17,962.05,332.56,0
6.05,2.03,3.44,1227.59,85.74,0
6.29,2.74,0.72,451.49,59.71,0
5.72,4.71,0.99,495.25,195.11,0
6.29,0.83,4.92,136.11,143.28,0
5.54,1.46,4.82,844.7,324.55,0
8.01,0.76,3.69,731.61,484.78,0
6.77,3.96,2.63,81.24,2.23,0
9.39,0.31,0.16,985.31,451.19,0
6.27,0.41,1.96,1083.19,216.61,0
6.88,1.49,2.52,1182.04,332,0
6.93,2.57,2.91,723.08,425.51,0
5.53,2.03,5.58,604.78,286.73,0
8.86,0.22,0.65,1142.69,48.66,0
5.63,4.79,3.11,536.34,70.3,0
9.26,4.76,2.21,862.41,394.64,0
9.07,1.4,5.94,811.51,114.55,0
7.64,3.66,5.17,502.64,284.52,0
